from;to;distance_m;oneway;highway;name
6051038233;11107311818;65.03;0;residential;Rue Carnot
11107311818;6051038233;65.03;0;residential;Rue Carnot
11107311818;3518541000;47.30;1;residential;Rue Carnot
3518541000;268131465;7.28;1;residential;Rue Carnot
268131465;8328206129;5.65;1;residential;Rue Carnot
8328206129;11104317048;46.23;1;residential;Rue Carnot
11104317048;281722303;16.87;1;residential;Rue Carnot
281722303;11104317047;5.98;1;residential;Rue Carnot
11104317047;11104317044;41.22;1;residential;Rue Carnot
11104317044;351130773;9.82;1;residential;Rue Carnot
351130773;11617795211;20.64;1;residential;Rue Carnot
11617795211;6051099262;36.57;1;residential;Rue Carnot
6051099262;281722313;7.08;1;residential;Rue Carnot
281722313;6051099263;5.91;1;residential;Rue Carnot
6051099263;9195895144;78.37;1;residential;Rue Carnot
9195895144;281722290;7.13;1;residential;Rue Carnot
1107432319;6103481263;9.57;1;residential;Rue de Prony
6103481263;6103481260;3.89;1;residential;Rue de Prony
6103481260;6103481262;3.62;1;residential;Rue de Prony
6103481262;2865274923;8.87;1;residential;Rue de Prony
2865274923;1107432316;10.04;1;residential;Rue de Prony
663239121;2190217322;7.49;1;residential;Rue de Prony
2190217322;7122798376;5.24;1;residential;Rue de Prony
7122798376;6103481261;47.51;1;residential;Rue de Prony
6103481261;1107432319;8.20;1;residential;Rue de Prony
564358204;6000870716;5.83;1;residential;Rue Alphand
6000870716;6000871474;36.72;1;residential;Rue Alphand
6000871474;564358211;4.31;1;residential;Rue Alphand
473128958;11886809822;14.10;1;primary;Boulevard Bineau
11886809822;11886809823;48.23;1;primary;Boulevard Bineau
11886809823;11890941572;60.16;1;primary;Boulevard Bineau
11890941572;11890941571;2.41;1;primary;Boulevard Bineau
11890941571;7004550307;2.31;1;primary;Boulevard Bineau
7004550307;268144364;14.94;1;primary;Boulevard Bineau
268144364;7004561309;15.01;1;primary;Boulevard Bineau
7004561309;5901233246;19.35;1;primary;Boulevard Bineau
5901233246;11889778433;161.13;1;primary;Boulevard Bineau
11889778433;11890908667;3.17;1;primary;Boulevard Bineau
11890908667;4069570034;1.89;1;primary;Boulevard Bineau
4069570034;221255373;11.37;1;primary;Boulevard Bineau
293275423;417172006;40.00;0;residential;Rue de Normandie
417172006;293275423;40.00;0;residential;Rue de Normandie
417172006;7016563639;1.48;0;residential;Rue de Normandie
7016563639;417172006;1.48;0;residential;Rue de Normandie
7016563639;417171896;37.32;0;residential;Rue de Normandie
417171896;7016563639;37.32;0;residential;Rue de Normandie
417171896;704380447;6.42;0;residential;Rue de Normandie
704380447;417171896;6.42;0;residential;Rue de Normandie
268146235;5230470005;116.03;1;primary;
5230470005;268146236;50.31;1;primary;
11394467296;1363284836;7.24;1;residential;Rue de Neuilly
1363284836;249490876;2.87;1;residential;Rue de Neuilly
249490876;4506514294;1.51;1;residential;Rue de Neuilly
4506514294;4506514293;4.46;1;residential;Rue de Neuilly
4506514293;249490877;104.33;1;residential;Rue de Neuilly
249490877;12391630474;21.30;1;residential;Rue de Neuilly
12391630474;249490878;8.56;1;residential;Rue de Neuilly
417184542;417184519;7.96;1;residential;Rue Jean-Baptiste Charcot
417184519;417206202;7.67;1;residential;Rue Jean-Baptiste Charcot
417206202;268145749;11.85;1;residential;Rue Jean-Baptiste Charcot
1363283194;1363282985;8.21;0;residential;Avenue Anatole France
1363282985;1363283194;8.21;0;residential;Avenue Anatole France
1363282985;3633044502;151.02;0;residential;Avenue Anatole France
3633044502;1363282985;151.02;0;residential;Avenue Anatole France
3633044502;11292103880;163.02;0;residential;Avenue Anatole France
11292103880;3633044502;163.02;0;residential;Avenue Anatole France
11292103880;249488991;5.96;0;residential;Avenue Anatole France
249488991;11292103880;5.96;0;residential;Avenue Anatole France
1363280630;1363280621;3.61;0;tertiary;Rue Aristide Briand
1363280621;1363280630;3.61;0;tertiary;Rue Aristide Briand
1363280621;8790416533;76.35;0;tertiary;Rue Aristide Briand
8790416533;1363280621;76.35;0;tertiary;Rue Aristide Briand
8790416533;229318498;2.07;0;tertiary;Rue Aristide Briand
229318498;8790416533;2.07;0;tertiary;Rue Aristide Briand
268129656;7714371669;6.19;1;residential;Rue Camille Pelletan
7714371669;268128945;59.68;1;residential;Rue Camille Pelletan
268128945;21292469;73.51;1;residential;Rue Camille Pelletan
268128173;9300533785;5.43;1;residential;Rue Camille Pelletan
9300533785;1363280500;1.76;1;residential;Rue Camille Pelletan
1363280500;9300533782;85.17;1;residential;Rue Camille Pelletan
9300533782;268128172;6.41;1;residential;Rue Camille Pelletan
268128172;9300533783;4.97;1;residential;Rue Camille Pelletan
9300533783;11926645172;65.76;1;residential;Rue Camille Pelletan
11926645172;8129145204;23.06;1;residential;Rue Camille Pelletan
8129145204;268128171;6.98;1;residential;Rue Camille Pelletan
1363284837;11115825772;8.34;1;residential;Rue Collange
11115825772;11309083031;79.86;1;residential;Rue Collange
11309083031;268144874;6.60;1;residential;Rue Collange
268144874;3201973969;13.25;1;residential;Rue Jules Guesde
3201973969;3201973805;83.10;1;residential;Rue Jules Guesde
3201973805;268128437;6.61;1;residential;Rue Jules Guesde
3201973972;5209737859;51.08;1;residential;Rue Jules Guesde
5209737859;11926645169;59.65;1;residential;Rue Jules Guesde
11926645169;8129145202;21.47;1;residential;Rue Jules Guesde
8129145202;268128171;7.07;1;residential;Rue Jules Guesde
268128171;8129145205;5.96;1;residential;Rue Jules Guesde
8129145205;3519288980;124.94;1;residential;Rue Jules Guesde
3519288980;84724725;7.57;1;residential;Rue Jules Guesde
84724725;8129141895;6.38;1;residential;Rue Jules Guesde
8129141895;3511863978;104.95;1;residential;Rue Jules Guesde
3511863978;229318503;4.87;1;residential;Rue Jules Guesde
229318503;6051221322;5.32;1;residential;Rue Jules Guesde
6051221322;5150632183;22.33;1;residential;Rue Jules Guesde
5150632183;3513941928;81.19;1;residential;Rue Jules Guesde
3513941928;268129909;5.70;1;residential;Rue Jules Guesde
268129909;8886355018;3.85;1;residential;Rue Jules Guesde
8886355018;3516879605;95.65;1;residential;Rue Jules Guesde
3516879605;3516879604;2.84;1;residential;Rue Jules Guesde
3516879604;11620062366;1.14;1;residential;Rue Jules Guesde
11620062366;268127170;5.82;1;residential;Rue Jules Guesde
268128082;6052679858;6.54;1;residential;Rue Marjolin
6052679858;6051224590;105.04;1;residential;Rue Marjolin
6051224590;229318501;5.73;1;residential;Rue Marjolin
221255390;3201973846;9.08;1;residential;Rue Paul Vaillant-Couturier
3201973846;3201973802;58.25;1;residential;Rue Paul Vaillant-Couturier
3201973802;221255392;5.98;1;residential;Rue Paul Vaillant-Couturier
221255385;3201973978;7.01;1;residential;Rue Paul Vaillant-Couturier
3201973978;11930722175;16.55;1;residential;Rue Paul Vaillant-Couturier
11930722175;3201973793;56.66;1;residential;Rue Paul Vaillant-Couturier
3201973793;221255386;5.91;1;residential;Rue Paul Vaillant-Couturier
221255386;3201973857;5.85;1;residential;Rue Paul Vaillant-Couturier
3201973857;3201973357;69.47;1;residential;Rue Paul Vaillant-Couturier
3201973357;351126734;5.90;1;residential;Rue Paul Vaillant-Couturier
351126734;3201973359;6.79;1;residential;Rue Paul Vaillant-Couturier
3201973359;221255389;36.24;1;residential;Rue Paul Vaillant-Couturier
221255389;3201973772;38.75;1;residential;Rue Paul Vaillant-Couturier
3201973772;268143075;6.70;1;residential;Rue Paul Vaillant-Couturier
268143075;3201973765;12.31;1;residential;Rue Paul Vaillant-Couturier
3201973765;11930722174;13.70;1;residential;Rue Paul Vaillant-Couturier
11930722174;3509538409;67.82;1;residential;Rue Paul Vaillant-Couturier
3509538409;3201973769;3.43;1;residential;Rue Paul Vaillant-Couturier
3201973769;221255390;13.49;1;residential;Rue Paul Vaillant-Couturier
221256013;3201973847;7.61;1;residential;Rue Paul Vaillant-Couturier
3201973847;3201973796;89.07;1;residential;Rue Paul Vaillant-Couturier
3201973796;221256014;3.93;1;residential;Rue Paul Vaillant-Couturier
221256014;3201973973;6.87;1;residential;Rue Paul Vaillant-Couturier
3201973973;268144896;51.35;1;residential;Rue Paul Vaillant-Couturier
268144896;1363280883;11.69;1;residential;Rue Paul Vaillant-Couturier
1363280883;3201973840;10.91;1;residential;Rue Paul Vaillant-Couturier
3201973840;1363281154;78.72;1;residential;Rue Paul Vaillant-Couturier
1363281154;84888248;24.40;1;residential;Rue Paul Vaillant-Couturier
496135153;9510820660;4.41;1;residential;Rue Pierre Brossolette
9510820660;2905484884;41.37;1;residential;Rue Pierre Brossolette
2905484884;6052693649;6.98;1;residential;Rue Pierre Brossolette
6052693649;6052693567;60.94;1;residential;Rue Pierre Brossolette
6052693567;84888253;6.38;1;residential;Rue Pierre Brossolette
84888253;6052688722;6.11;1;residential;Rue Pierre Brossolette
6052688722;2189078781;13.84;1;residential;Rue Pierre Brossolette
2189078781;3516879606;34.28;1;residential;Rue Pierre Brossolette
3516879606;84888251;5.98;1;residential;Rue Pierre Brossolette
268127576;3519288984;8.68;1;residential;Rue Raspail
3519288984;3201973803;81.94;1;residential;Rue Raspail
3201973803;268127578;6.43;1;residential;Rue Raspail
268128439;3201973818;7.52;1;residential;Rue Rivay
3201973818;3201973808;211.15;1;residential;Rue Rivay
3201973808;221255392;7.36;1;residential;Rue Rivay
221255392;3201973853;9.48;1;residential;Rue Rivay
3201973853;4294514718;7.50;1;residential;Rue Rivay
4294514718;268128945;137.29;1;residential;Rue Rivay
268128945;11113798481;116.66;1;residential;Rue Rivay
11113798481;348769218;7.09;1;residential;Rue Rivay
348769218;11030840663;5.37;1;residential;Rue Rivay
11030840663;11030840657;20.38;1;residential;Rue Rivay
11030840657;268129107;6.90;1;residential;Rue Rivay
84888251;13152888407;10.61;1;secondary;Rue Victor Hugo
13152888407;13152888408;2.48;1;secondary;Rue Victor Hugo
13152888408;268128174;80.37;1;secondary;Rue Victor Hugo
268128174;1363280740;6.78;1;secondary;Rue Victor Hugo
1363280740;1363281162;81.73;1;secondary;Rue Victor Hugo
1363281162;84888248;9.92;1;secondary;Rue Victor Hugo
84888248;1363281317;20.89;1;secondary;Rue Victor Hugo
1363281317;4973929469;32.21;1;secondary;Rue Victor Hugo
4973929469;84888246;74.09;1;secondary;Rue Victor Hugo
84888246;1363284669;5.88;1;secondary;Rue Victor Hugo
1363284669;3521083028;84.69;1;secondary;Rue Victor Hugo
3521083028;84888245;13.28;1;secondary;Rue Victor Hugo
84888245;8488716526;6.56;1;secondary;Rue Victor Hugo
8488716526;8488716525;5.09;1;secondary;Rue Victor Hugo
8488716525;8488716518;3.86;1;secondary;Rue Victor Hugo
249491106;3201973979;6.74;0;residential;Rue Paul Vaillant-Couturier
3201973979;249491106;6.74;0;residential;Rue Paul Vaillant-Couturier
3201973979;496162283;16.39;0;residential;Rue Paul Vaillant-Couturier
496162283;3201973979;16.39;0;residential;Rue Paul Vaillant-Couturier
221255393;3201973839;6.84;1;residential;Rue Édouard Vaillant
3201973839;3201973826;219.09;1;residential;Rue Édouard Vaillant
3201973826;268128438;6.59;1;residential;Rue Édouard Vaillant
268128438;3201973961;7.36;1;residential;Rue Édouard Vaillant
3201973961;5787800195;145.81;1;residential;Rue Édouard Vaillant
5787800195;268129655;9.12;1;residential;Rue Édouard Vaillant
268129655;1363284837;6.07;1;residential;Rue Édouard Vaillant
249491433;1363284863;9.34;0;residential;Villa Émile
1363284863;249491433;9.34;0;residential;Villa Émile
489592022;8144378170;6.55;0;residential;Rue Chaptal
8144378170;489592022;6.55;0;residential;Rue Chaptal
8144378170;8143434116;89.49;0;residential;Rue Chaptal
8143434116;8144378170;89.49;0;residential;Rue Chaptal
8143434116;1759306825;3.01;0;residential;Rue Chaptal
1759306825;8143434116;3.01;0;residential;Rue Chaptal
1759306825;1363278420;4.89;0;residential;Rue Chaptal
1363278420;1759306825;4.89;0;residential;Rue Chaptal
1366238317;9954840452;5.16;0;secondary;Route d'Asnières
9954840452;1366238317;5.16;0;secondary;Route d'Asnières
9954840452;8447141437;1.72;0;secondary;Route d'Asnières
8447141437;9954840452;1.72;0;secondary;Route d'Asnières
8447141437;9954840450;8.37;0;secondary;Route d'Asnières
9954840450;8447141437;8.37;0;secondary;Route d'Asnières
13056727141;27323397;31.40;1;residential;Boulevard du Fort-de-Vaux
27323397;1366399454;143.03;1;residential;Boulevard du Fort-de-Vaux
1366399454;949905163;8.41;1;residential;Boulevard du Fort-de-Vaux
1369651732;27339844;8.90;1;residential;Avenue Gourgaud
27339844;11298541162;13.79;1;residential;Avenue Gourgaud
11298541162;12297693026;6.16;1;residential;Avenue Gourgaud
12297693026;11300086415;1.00;1;residential;Avenue Gourgaud
11300086415;11300086414;3.48;1;residential;Avenue Gourgaud
11300086414;11298542970;3.34;1;residential;Avenue Gourgaud
1369651732;11300086409;20.91;0;residential;Avenue Gourgaud
11300086409;1369651732;20.91;0;residential;Avenue Gourgaud
11300086409;11853769767;19.37;0;residential;Avenue Gourgaud
11853769767;11300086409;19.37;0;residential;Avenue Gourgaud
11853769767;1369651625;3.70;0;residential;Avenue Gourgaud
1369651625;11853769767;3.70;0;residential;Avenue Gourgaud
1369651625;11853769765;12.17;0;residential;Avenue Gourgaud
11853769765;1369651625;12.17;0;residential;Avenue Gourgaud
11853769765;1369651613;6.89;0;residential;Avenue Gourgaud
1369651613;11853769765;6.89;0;residential;Avenue Gourgaud
1369651613;1369651600;17.53;0;residential;Avenue Gourgaud
1369651600;1369651613;17.53;0;residential;Avenue Gourgaud
1369651600;27233779;18.35;0;residential;Avenue Gourgaud
27233779;1369651600;18.35;0;residential;Avenue Gourgaud
27233779;6103481264;22.99;0;residential;Avenue Gourgaud
6103481264;27233779;22.99;0;residential;Avenue Gourgaud
6103481264;2190217325;27.43;0;residential;Avenue Gourgaud
2190217325;6103481264;27.43;0;residential;Avenue Gourgaud
2190217325;6046911446;2.88;0;residential;Avenue Gourgaud
6046911446;2190217325;2.88;0;residential;Avenue Gourgaud
6046911446;367908;22.42;0;residential;Avenue Gourgaud
367908;6046911446;22.42;0;residential;Avenue Gourgaud
268249226;12279140941;1.82;1;residential;Avenue Paul Adam
12279140941;11301163850;3.74;1;residential;Avenue Paul Adam
11301163850;9017958194;6.12;1;residential;Avenue Paul Adam
9017958194;9017958193;4.89;1;residential;Avenue Paul Adam
9017958193;9017958191;3.33;1;residential;Avenue Paul Adam
9017958191;27323194;36.01;1;residential;Avenue Paul Adam
27323194;11300081945;63.66;1;residential;Avenue Paul Adam
11300081945;11300081943;3.75;1;residential;Avenue Paul Adam
11300081943;11300081938;6.28;1;residential;Avenue Paul Adam
11300081938;27233804;7.37;1;residential;Avenue Paul Adam
11298541101;11300086340;5.16;1;residential;Avenue Paul Adam
11300086340;11298865227;5.06;1;residential;Avenue Paul Adam
11298865227;11298541102;6.03;1;residential;Avenue Paul Adam
11298541102;11300081940;1.84;1;residential;Avenue Paul Adam
11300081940;11300081948;3.75;1;residential;Avenue Paul Adam
11300081948;27323229;51.37;1;residential;Avenue Paul Adam
27323229;11301163862;62.72;1;residential;Avenue Paul Adam
11301163862;11301151642;3.69;1;residential;Avenue Paul Adam
11301151642;11301151643;12.99;1;residential;Avenue Paul Adam
11301151643;13099001545;35.87;1;residential;Avenue Paul Adam
13099001545;11301151648;2.56;1;residential;Avenue Paul Adam
11301151648;11301151649;3.80;1;residential;Avenue Paul Adam
367912;1369651731;8.82;1;secondary;Boulevard Pereire
1369651731;2190217397;15.46;1;secondary;Boulevard Pereire
2190217397;27233864;33.86;1;secondary;Boulevard Pereire
27233864;27233745;51.81;1;secondary;Boulevard Pereire
27233745;1369651607;37.02;1;secondary;Boulevard Pereire
1369651607;27233741;55.43;1;secondary;Boulevard Pereire
27233741;5534759479;50.03;1;secondary;Boulevard Pereire
5534759479;2190217323;46.31;1;secondary;Boulevard Pereire
2190217323;6046913626;4.19;1;secondary;Boulevard Pereire
6046913626;1369651515;18.41;1;secondary;Boulevard Pereire
1987617275;1987617274;20.22;0;residential;Rue Ampère
1987617274;1987617275;20.22;0;residential;Rue Ampère
1987617274;11930751959;28.50;0;residential;Rue Ampère
11930751959;1987617274;28.50;0;residential;Rue Ampère
11930751959;8729940888;155.18;0;residential;Rue Ampère
8729940888;11930751959;155.18;0;residential;Rue Ampère
8729940888;2124630308;22.57;0;residential;Rue Ampère
2124630308;8729940888;22.57;0;residential;Rue Ampère
1987617275;1987617270;18.20;0;residential;Rue Brémontier
1987617270;1987617275;18.20;0;residential;Rue Brémontier
1987617270;10292732217;138.25;0;residential;Rue Brémontier
10292732217;1987617270;138.25;0;residential;Rue Brémontier
10292732217;2700086537;4.91;0;residential;Rue Brémontier
2700086537;10292732217;4.91;0;residential;Rue Brémontier
1369652381;2722937607;12.07;0;residential;Résidence Jacques Balmat
2722937607;1369652381;12.07;0;residential;Résidence Jacques Balmat
2722937607;2722937606;5.44;0;residential;Résidence Jacques Balmat
2722937606;2722937607;5.44;0;residential;Résidence Jacques Balmat
2722937606;1369652428;3.41;0;residential;Résidence Jacques Balmat
1369652428;2722937606;3.41;0;residential;Résidence Jacques Balmat
1369652428;2722937605;6.43;0;residential;Résidence Jacques Balmat
2722937605;1369652428;6.43;0;residential;Résidence Jacques Balmat
2722937605;1369652440;11.72;0;residential;Résidence Jacques Balmat
1369652440;2722937605;11.72;0;residential;Résidence Jacques Balmat
1369652440;7400948477;3.67;0;residential;Résidence Jacques Balmat
7400948477;1369652440;3.67;0;residential;Résidence Jacques Balmat
7400948477;2722937603;3.64;0;residential;Résidence Jacques Balmat
2722937603;7400948477;3.64;0;residential;Résidence Jacques Balmat
2722937603;2722937599;7.92;0;residential;Résidence Jacques Balmat
2722937599;2722937603;7.92;0;residential;Résidence Jacques Balmat
2722937599;2722937595;8.38;0;residential;Résidence Jacques Balmat
2722937595;2722937599;8.38;0;residential;Résidence Jacques Balmat
2722937595;2722937593;5.12;0;residential;Résidence Jacques Balmat
2722937593;2722937595;5.12;0;residential;Résidence Jacques Balmat
2722937593;1369652348;6.15;0;residential;Résidence Jacques Balmat
1369652348;2722937593;6.15;0;residential;Résidence Jacques Balmat
1369652348;2722937587;6.41;0;residential;Résidence Jacques Balmat
2722937587;1369652348;6.41;0;residential;Résidence Jacques Balmat
2722937587;2722937589;14.32;0;residential;Résidence Jacques Balmat
2722937589;2722937587;14.32;0;residential;Résidence Jacques Balmat
2722937589;2722937597;21.86;0;residential;Résidence Jacques Balmat
2722937597;2722937589;21.86;0;residential;Résidence Jacques Balmat
2722937597;2722937598;5.64;0;residential;Résidence Jacques Balmat
2722937598;2722937597;5.64;0;residential;Résidence Jacques Balmat
2722937598;1369652368;5.38;0;residential;Résidence Jacques Balmat
1369652368;2722937598;5.38;0;residential;Résidence Jacques Balmat
1369652368;11358677718;58.80;0;residential;Résidence Jacques Balmat
11358677718;1369652368;58.80;0;residential;Résidence Jacques Balmat
11358677718;1369652299;6.69;0;residential;Résidence Jacques Balmat
1369652299;11358677718;6.69;0;residential;Résidence Jacques Balmat
8488716529;206354495;4.31;0;secondary;Rue Victor Hugo
206354495;8488716529;4.31;0;secondary;Rue Victor Hugo
206354495;84888244;12.05;0;secondary;Rue Victor Hugo
84888244;206354495;12.05;0;secondary;Rue Victor Hugo
1321054696;8488716487;4.46;1;residential;Rue Pierre Bérégovoy
8488716487;8488716488;5.49;1;residential;Rue Pierre Bérégovoy
8488716488;1433224354;5.57;1;residential;Rue Pierre Bérégovoy
1433224354;8488716486;3.34;1;residential;Rue Pierre Bérégovoy
8488716486;1433224356;5.46;1;residential;Rue Pierre Bérégovoy
1433224356;13152888409;13.84;1;residential;Rue Pierre Bérégovoy
13152888409;1363284977;14.90;1;residential;Rue Pierre Bérégovoy
1433224355;1363284977;29.06;0;residential;Rue Pierre Bérégovoy
1363284977;1433224355;29.06;0;residential;Rue Pierre Bérégovoy
1363284977;13152888414;6.33;1;residential;Rue Pierre Bérégovoy
13152888414;13152888410;6.51;1;residential;Rue Pierre Bérégovoy
13152888410;13152888411;6.09;1;residential;Rue Pierre Bérégovoy
13152888411;13152888413;5.01;1;residential;Rue Pierre Bérégovoy
13152888413;13152888412;5.24;1;residential;Rue Pierre Bérégovoy
13152888412;249491240;4.99;1;residential;Rue Pierre Bérégovoy
249491240;1790675029;2.87;1;residential;Rue Pierre Bérégovoy
338236927;1516467044;10.98;1;residential;Avenue Malvesin
1516467044;581966199;56.57;1;residential;Avenue Malvesin
581966199;4420585209;131.51;1;residential;Avenue Malvesin
4420585209;338237984;4.66;1;residential;Avenue Malvesin
1516467016;305184415;42.07;0;secondary;Pont de Levallois
305184415;1516467016;42.07;0;secondary;Pont de Levallois
305184415;7006617476;330.10;0;secondary;Pont de Levallois
7006617476;305184415;330.10;0;secondary;Pont de Levallois
7006617476;7006617475;2.68;0;secondary;Pont de Levallois
7006617475;7006617476;2.68;0;secondary;Pont de Levallois
7006617475;3097459953;1.65;0;secondary;Pont de Levallois
3097459953;7006617475;1.65;0;secondary;Pont de Levallois
3097459953;305184414;3.37;0;secondary;Pont de Levallois
305184414;3097459953;3.37;0;secondary;Pont de Levallois
206257468;5079635009;6.13;0;residential;Rue du 22 Septembre
5079635009;206257468;6.13;0;residential;Rue du 22 Septembre
5079635009;5245654879;2.25;0;residential;Rue du 22 Septembre
5245654879;5079635009;2.25;0;residential;Rue du 22 Septembre
5245654879;5079635012;2.27;0;residential;Rue du 22 Septembre
5079635012;5245654879;2.27;0;residential;Rue du 22 Septembre
5079635012;5245654880;2.95;0;residential;Rue du 22 Septembre
5245654880;5079635012;2.95;0;residential;Rue du 22 Septembre
5245654880;1240970828;3.13;0;residential;Rue du 22 Septembre
1240970828;5245654880;3.13;0;residential;Rue du 22 Septembre
1240970828;5245654878;3.08;0;residential;Rue du 22 Septembre
5245654878;1240970828;3.08;0;residential;Rue du 22 Septembre
5245654878;5079635008;2.94;0;residential;Rue du 22 Septembre
5079635008;5245654878;2.94;0;residential;Rue du 22 Septembre
5079635008;497105452;136.47;0;residential;Rue du 22 Septembre
497105452;5079635008;136.47;0;residential;Rue du 22 Septembre
497105452;6712065254;87.63;0;residential;Rue du 22 Septembre
6712065254;497105452;87.63;0;residential;Rue du 22 Septembre
6712065254;548088303;5.79;0;residential;Rue du 22 Septembre
548088303;6712065254;5.79;0;residential;Rue du 22 Septembre
548088303;6712075719;5.11;0;residential;Rue du 22 Septembre
6712075719;548088303;5.11;0;residential;Rue du 22 Septembre
6712075719;6712062899;75.44;0;residential;Rue du 22 Septembre
6712062899;6712075719;75.44;0;residential;Rue du 22 Septembre
6712062899;548089871;4.92;0;residential;Rue du 22 Septembre
548089871;6712062899;4.92;0;residential;Rue du 22 Septembre
548089871;548090307;40.63;0;residential;Rue du 22 Septembre
548090307;548089871;40.63;0;residential;Rue du 22 Septembre
548090307;13152725388;4.02;0;residential;Rue du 22 Septembre
13152725388;548090307;4.02;0;residential;Rue du 22 Septembre
13152725388;497105097;66.92;0;residential;Rue du 22 Septembre
497105097;13152725388;66.92;0;residential;Rue du 22 Septembre
497105097;4420585264;13.18;0;residential;Rue du 22 Septembre
4420585264;497105097;13.18;0;residential;Rue du 22 Septembre
4420585264;4420585262;92.35;0;residential;Rue du 22 Septembre
4420585262;4420585264;92.35;0;residential;Rue du 22 Septembre
4420585262;305179161;6.47;0;residential;Rue du 22 Septembre
305179161;4420585262;6.47;0;residential;Rue du 22 Septembre
305179161;4420585260;6.78;0;residential;Rue du 22 Septembre
4420585260;305179161;6.78;0;residential;Rue du 22 Septembre
4420585260;1088092143;100.48;0;residential;Rue du 22 Septembre
1088092143;4420585260;100.48;0;residential;Rue du 22 Septembre
1088092143;21292484;4.73;0;residential;Rue du 22 Septembre
21292484;1088092143;4.73;0;residential;Rue du 22 Septembre
3202256734;1759306817;9.41;1;residential;Rue Jacques Ibert
1759306817;12386341427;9.07;1;residential;Rue Jacques Ibert
12386341427;1759306819;3.61;1;residential;Rue Jacques Ibert
1759306819;1363278420;37.48;1;residential;Rue Jacques Ibert
1363278420;1363278427;7.12;1;residential;Rue Jacques Ibert
1363278427;5741976673;34.54;1;residential;Rue Jacques Ibert
5741976673;11378527210;2.33;1;residential;Rue Jacques Ibert
11378527210;8143453817;42.39;1;residential;Rue Jacques Ibert
8143453817;353192575;8.10;1;residential;Rue Jacques Ibert
353192575;8143453819;50.39;1;residential;Rue Jacques Ibert
8143453819;268140568;8.58;1;residential;Rue Jacques Ibert
268140568;8143453820;9.46;1;residential;Rue Jacques Ibert
8143453820;4622395559;53.96;1;residential;Rue Jacques Ibert
4622395559;9094338476;2.92;1;residential;Rue Jacques Ibert
9094338476;9094338474;1.73;1;residential;Rue Jacques Ibert
9094338474;9094338472;1.68;1;residential;Rue Jacques Ibert
9094338472;9094338470;1.95;1;residential;Rue Jacques Ibert
9094338470;1363278528;2.05;1;residential;Rue Jacques Ibert
27233905;2700086513;14.19;0;secondary;Avenue de Villiers
2700086513;27233905;14.19;0;secondary;Avenue de Villiers
2700086513;10292732219;6.91;0;secondary;Avenue de Villiers
10292732219;2700086513;6.91;0;secondary;Avenue de Villiers
10292732219;10689787054;21.67;0;secondary;Avenue de Villiers
10689787054;10292732219;21.67;0;secondary;Avenue de Villiers
10689787054;2700086495;35.14;0;secondary;Avenue de Villiers
2700086495;10689787054;35.14;0;secondary;Avenue de Villiers
2700086495;27234045;1.97;0;secondary;Avenue de Villiers
27234045;2700086495;1.97;0;secondary;Avenue de Villiers
27234045;27234052;16.52;0;secondary;Avenue de Villiers
27234052;27234045;16.52;0;secondary;Avenue de Villiers
27234052;8143450113;2.21;0;secondary;Avenue de Villiers
8143450113;27234052;2.21;0;secondary;Avenue de Villiers
8143450113;2700086484;74.90;0;secondary;Avenue de Villiers
2700086484;8143450113;74.90;0;secondary;Avenue de Villiers
2700086484;27234213;17.95;0;secondary;Avenue de Villiers
27234213;2700086484;17.95;0;secondary;Avenue de Villiers
1831753813;1831753812;76.40;0;residential;Cité Nouvelle
1831753812;1831753813;76.40;0;residential;Cité Nouvelle
245090562;11002863862;4.94;1;residential;Rue du Landy
11002863862;1594953944;72.83;1;residential;Rue du Landy
245090560;2702387063;5.53;1;residential;Rue des Bateliers
2702387063;11124532685;55.71;1;residential;Rue des Bateliers
11124532685;1840631596;6.75;1;residential;Rue des Bateliers
1840631596;1840631595;22.65;1;residential;Rue des Bateliers
1840631595;4798378997;19.59;1;residential;Rue des Bateliers
4798378997;9430525057;16.40;1;residential;Rue des Bateliers
9430525057;11002863861;148.63;1;residential;Rue des Bateliers
11002863861;245090562;5.64;1;residential;Rue des Bateliers
1841128249;11121631377;7.88;1;residential;Place des Martyrs de l'Occupation Allemande
11121631377;8602052053;145.49;1;residential;Place des Martyrs de l'Occupation Allemande
8602052053;249485554;10.16;1;residential;Place des Martyrs de l'Occupation Allemande
1841722126;12014538302;4.26;1;residential;Rue Victor Méric
12014538302;8602052052;93.05;1;residential;Rue Victor Méric
8602052052;245092457;6.42;1;residential;Rue Victor Méric
1841291952;5568702808;8.23;0;residential;Rue Verniquet
5568702808;1841291952;8.23;0;residential;Rue Verniquet
5568702808;2190217465;10.11;0;residential;Rue Verniquet
2190217465;5568702808;10.11;0;residential;Rue Verniquet
2190217465;2190217452;195.45;0;residential;Rue Verniquet
2190217452;2190217465;195.45;0;residential;Rue Verniquet
2190217452;2190217450;6.10;0;residential;Rue Verniquet
2190217450;2190217452;6.10;0;residential;Rue Verniquet
2190217450;27233866;9.41;0;residential;Rue Verniquet
27233866;2190217450;9.41;0;residential;Rue Verniquet
249486102;11394467282;4.77;1;residential;Rue Dagobert
11394467282;249485880;65.38;1;residential;Rue Dagobert
249489934;12258837621;7.13;1;residential;Rue Huntziger
12258837621;1841699771;139.49;1;residential;Rue Huntziger
1841699780;5289722491;15.16;1;residential;Rue Martre
5289722491;1841699781;14.17;1;residential;Rue Martre
