from;to;distance_m;oneway;highway;name
11345244745;268142263;7.07;1;residential;Rue Jean Gabin
487409888;489713814;16.36;1;residential;Avenue André Malraux
489713814;1567274387;8.56;1;residential;Avenue André Malraux
1567274387;3201973773;92.82;1;residential;Avenue André Malraux
3201973773;268141435;9.54;1;residential;Avenue André Malraux
268142385;3201973799;5.93;1;residential;Square André Malraux
3201973799;3201973836;76.32;1;residential;Square André Malraux
3201973836;268142351;7.02;1;residential;Square André Malraux
268142465;3201973844;6.97;0;residential;Avenue Georges Pompidou
3201973844;268142465;6.97;0;residential;Avenue Georges Pompidou
3201973844;8035297496;64.67;0;residential;Avenue Georges Pompidou
8035297496;3201973844;64.67;0;residential;Avenue Georges Pompidou
8035297496;12717120330;80.88;0;residential;Avenue Georges Pompidou
12717120330;8035297496;80.88;0;residential;Avenue Georges Pompidou
268142679;2464967655;8.01;0;residential;Place du Maréchal Juin
2464967655;268142679;8.01;0;residential;Place du Maréchal Juin
2464967655;8328206132;16.59;0;residential;Place du Maréchal Juin
8328206132;2464967655;16.59;0;residential;Place du Maréchal Juin
8328206132;268142743;12.67;0;residential;Place du Maréchal Juin
268142743;8328206132;12.67;0;residential;Place du Maréchal Juin
351126734;10580054086;117.07;1;residential;Avenue de l'Europe
10580054086;490736525;3.10;1;residential;Avenue de l'Europe
490736525;10580054085;18.42;1;residential;Avenue de l'Europe
10580054085;268142777;3.88;1;residential;Avenue de l'Europe
21292475;11903321615;13.35;1;secondary;
11903321615;11903321616;2.78;1;secondary;
11903321616;11903321617;3.29;1;secondary;
11903321617;268144124;3.27;1;secondary;
268144124;11903321619;3.25;1;secondary;
11903321619;11903321620;1.27;1;secondary;
11903321620;11903321618;3.51;1;secondary;
11903321618;268143471;6.73;1;secondary;
268144414;1271063510;9.88;0;residential;Rue Chauveau
1271063510;268144414;9.88;0;residential;Rue Chauveau
1271063510;1271063511;146.74;0;residential;Rue Chauveau
1271063511;1271063510;146.74;0;residential;Rue Chauveau
1271063511;268144419;8.89;0;residential;Rue Chauveau
268144419;1271063511;8.89;0;residential;Rue Chauveau
1363284952;268144873;99.48;0;residential;Rue Léon Jamin
268144873;1363284952;99.48;0;residential;Rue Léon Jamin
268144896;1363280907;8.85;1;residential;Rue Belgrand
1363280907;1363281537;59.70;1;residential;Rue Belgrand
1363281537;268127671;6.40;1;residential;Rue Belgrand
268127671;1363282098;5.03;1;residential;Rue Belgrand
1363282098;1363284273;71.97;1;residential;Rue Belgrand
1363284273;84888246;9.58;1;residential;Rue Belgrand
338242209;2464304048;60.58;1;residential;Rue Jean-Baptiste Charcot
2464304048;254172120;25.99;1;residential;Rue Jean-Baptiste Charcot
268146024;6013264730;6.25;0;residential;Rue des Ajoux
6013264730;268146024;6.25;0;residential;Rue des Ajoux
6013264730;363586456;2.61;0;residential;Rue des Ajoux
363586456;6013264730;2.61;0;residential;Rue des Ajoux
363586456;2464967722;106.87;0;residential;Rue des Ajoux
2464967722;363586456;106.87;0;residential;Rue des Ajoux
2464967722;417208616;34.71;0;residential;Rue des Ajoux
417208616;2464967722;34.71;0;residential;Rue des Ajoux
417208616;268145750;4.99;0;residential;Rue des Ajoux
268145750;417208616;4.99;0;residential;Rue des Ajoux
268145750;1516467003;5.43;0;residential;Rue des Ajoux
1516467003;268145750;5.43;0;residential;Rue des Ajoux
1516467003;7515766170;25.47;0;residential;Rue des Ajoux
7515766170;1516467003;25.47;0;residential;Rue des Ajoux
7515766170;417207671;2.22;0;residential;Rue des Ajoux
417207671;7515766170;2.22;0;residential;Rue des Ajoux
417207671;84888198;10.19;0;residential;Rue des Ajoux
84888198;417207671;10.19;0;residential;Rue des Ajoux
417186188;417185711;54.16;1;primary;Quai du Maréchal Joffre
417185711;417184884;104.59;1;primary;Quai du Maréchal Joffre
417184884;1358670526;83.08;1;primary;Quai du Maréchal Joffre
1358670526;417184780;91.67;1;primary;Quai du Maréchal Joffre
417184780;417184580;76.16;1;primary;Quai du Maréchal Joffre
417184580;417207033;56.76;1;primary;Quai du Maréchal Joffre
417207033;1358670910;39.90;1;primary;Quai du Maréchal Joffre
1358670910;268146093;40.03;1;primary;Quai du Maréchal Joffre
268146093;7515766172;52.02;1;primary;Quai du Maréchal Joffre
7515766172;1358671089;42.99;1;primary;Quai du Maréchal Joffre
1358671089;268146043;11.21;1;primary;Quai du Maréchal Joffre
268146232;268146233;52.11;1;primary;
268146535;4785729672;4.52;1;residential;
4785729672;268146540;3.92;1;residential;
268146540;268146541;7.34;1;residential;
268146541;1358671272;5.71;1;residential;
1358671272;417170734;5.69;1;residential;
417170734;5230405033;3.15;1;residential;
5230405033;268146542;4.95;1;residential;
268146542;5230405034;4.11;1;residential;
5230405034;268146543;5.21;1;residential;
268146591;268146659;39.89;1;residential;
268146659;704590187;91.08;1;residential;
704590187;268146660;84.62;1;residential;
268146660;417168141;23.10;1;residential;
417168141;268146661;12.83;1;residential;
268146661;417167290;5.44;1;residential;
268146660;4539392015;4.59;1;residential;
4539392015;4539392014;3.60;1;residential;
4539392014;268146664;4.48;1;residential;
268146664;8889703257;2.37;1;residential;
8889703257;8889703258;2.30;1;residential;
8889703258;417171144;3.86;1;residential;
417171144;8889703256;3.11;1;residential;
8889703256;8889703255;2.74;1;residential;
8889703255;268146665;3.04;1;residential;
268146665;8889703254;3.67;1;residential;
8889703254;8889703253;2.81;1;residential;
8889703253;268146666;3.18;1;residential;
268146666;8889703252;2.93;1;residential;
8889703252;8889703251;2.81;1;residential;
8889703251;8889703250;2.33;1;residential;
8889703250;268146667;1.90;1;residential;
268146780;9038004209;8.88;1;residential;Rue de Lorraine
9038004209;9038003722;65.06;1;residential;Rue de Lorraine
9038003722;9037993213;15.45;1;residential;Rue de Lorraine
9037993213;11329524993;41.72;1;residential;Rue de Lorraine
11329524993;9038003772;24.71;1;residential;Rue de Lorraine
9038003772;496150185;17.41;1;residential;Rue de Lorraine
496150185;9038003884;33.60;1;residential;Rue de Lorraine
9038003884;496150839;84.15;1;residential;Rue de Lorraine
229097050;9032703151;8.79;1;residential;Rue d'Alsace
9032703151;9034651106;21.77;1;residential;Rue d'Alsace
9034651106;9016775014;13.47;1;residential;Rue d'Alsace
9016775014;9016775013;7.09;1;residential;Rue d'Alsace
9016775013;9016775015;14.37;1;residential;Rue d'Alsace
9016775015;9010339084;1.50;1;residential;Rue d'Alsace
9010339084;9016775012;1.51;1;residential;Rue d'Alsace
9016775012;9010339200;6.05;1;residential;Rue d'Alsace
268146884;2183517054;8.09;0;residential;Rue Raymond Pitet
2183517054;268146884;8.09;0;residential;Rue Raymond Pitet
2183517054;5528847157;39.73;0;residential;Rue Raymond Pitet
5528847157;2183517054;39.73;0;residential;Rue Raymond Pitet
5528847157;2190217503;13.69;0;residential;Rue Raymond Pitet
2190217503;5528847157;13.69;0;residential;Rue Raymond Pitet
2190217503;2183517007;18.18;0;residential;Rue Raymond Pitet
2183517007;2190217503;18.18;0;residential;Rue Raymond Pitet
2183517007;319711501;2.83;0;residential;Rue Raymond Pitet
319711501;2183517007;2.83;0;residential;Rue Raymond Pitet
319711501;268146906;34.90;0;residential;Rue Raymond Pitet
268146906;319711501;34.90;0;residential;Rue Raymond Pitet
268260023;8144378151;8.47;1;residential;Rue des Dames Augustines
8144378151;8144377930;23.58;1;residential;Rue des Dames Augustines
8144377930;8158685294;107.13;1;residential;Rue des Dames Augustines
8158685294;8158685292;32.71;1;residential;Rue des Dames Augustines
8158685292;3202256745;61.96;1;residential;Rue des Dames Augustines
3202256745;12386341477;2.41;1;residential;Rue des Dames Augustines
12386341477;2880157287;6.61;1;residential;Rue des Dames Augustines
27286610;11311444831;2.95;1;residential;Place Jules Renard
11311444831;3202256737;7.40;1;residential;Place Jules Renard
3202256737;27286569;16.20;1;residential;Place Jules Renard
581966196;1516467028;5.96;0;residential;Rue Volta Prolongée
1516467028;581966196;5.96;0;residential;Rue Volta Prolongée
1516467028;581966197;67.01;0;residential;Rue Volta Prolongée
581966197;1516467028;67.01;0;residential;Rue Volta Prolongée
221243567;4409639205;8.97;0;residential;Avenue Pierrard
4409639205;221243567;8.97;0;residential;Avenue Pierrard
4409639205;487111275;7.69;0;residential;Avenue Pierrard
487111275;4409639205;7.69;0;residential;Avenue Pierrard
487111275;8146393940;44.33;0;residential;Avenue Pierrard
8146393940;487111275;44.33;0;residential;Avenue Pierrard
8146393940;271444954;6.27;0;residential;Avenue Pierrard
271444954;8146393940;6.27;0;residential;Avenue Pierrard
27234076;2700086485;11.73;0;secondary;Avenue de Wagram
2700086485;27234076;11.73;0;secondary;Avenue de Wagram
2700086485;9759278799;2.21;0;secondary;Avenue de Wagram
9759278799;2700086485;2.21;0;secondary;Avenue de Wagram
9759278799;2700086540;85.86;0;secondary;Avenue de Wagram
2700086540;9759278799;85.86;0;secondary;Avenue de Wagram
2700086540;27233893;22.10;0;secondary;Avenue de Wagram
27233893;2700086540;22.10;0;secondary;Avenue de Wagram
27233766;3039793993;15.21;0;primary;Boulevard Berthier
3039793993;27233766;15.21;0;primary;Boulevard Berthier
3039793993;6276122434;15.52;0;primary;Boulevard Berthier
6276122434;3039793993;15.52;0;primary;Boulevard Berthier
6276122434;3625701401;15.87;0;primary;Boulevard Berthier
3625701401;6276122434;15.87;0;primary;Boulevard Berthier
3625701401;3625701396;57.30;0;primary;Boulevard Berthier
3625701396;3625701401;57.30;0;primary;Boulevard Berthier
280840017;2496967301;5.39;1;residential;Rue Guillaume Farel
2496967301;497104595;47.74;1;residential;Rue Guillaume Farel
497104595;4420585266;56.64;1;residential;Rue Guillaume Farel
4420585266;4420585268;2.30;1;residential;Rue Guillaume Farel
4420585268;497105097;3.00;1;residential;Rue Guillaume Farel
497104601;2496967299;7.00;1;residential;Rue Alfred de Vigny
2496967299;2496967302;110.13;1;residential;Rue Alfred de Vigny
2496967302;497104595;5.51;1;residential;Rue Alfred de Vigny
6308563468;2669988087;7.31;0;residential;Rue Adolphe Lalyre
2669988087;6308563468;7.31;0;residential;Rue Adolphe Lalyre
2669988087;10899449778;89.29;0;residential;Rue Adolphe Lalyre
10899449778;2669988087;89.29;0;residential;Rue Adolphe Lalyre
10899449778;7921089221;4.45;0;residential;Rue Adolphe Lalyre
7921089221;10899449778;4.45;0;residential;Rue Adolphe Lalyre
7921089221;6310984009;22.56;0;residential;Rue Adolphe Lalyre
6310984009;7921089221;22.56;0;residential;Rue Adolphe Lalyre
6310984009;10900077392;20.97;0;residential;Rue Adolphe Lalyre
10900077392;6310984009;20.97;0;residential;Rue Adolphe Lalyre
10900077392;578361993;4.41;0;residential;Rue Adolphe Lalyre
578361993;10900077392;4.41;0;residential;Rue Adolphe Lalyre
8447141446;6811489806;5.35;1;residential;Rue du Bac d’Asnières
6811489806;4906338711;40.50;1;residential;Rue du Bac d’Asnières
4906338711;281969003;27.82;1;residential;Rue du Bac d’Asnières
281969003;6434299445;16.65;1;residential;Rue du Bac d’Asnières
6434299445;281968771;15.30;1;residential;Rue du Bac d’Asnières
281968771;6434299446;7.23;1;residential;Rue Gustave Eiffel
6434299446;2032331495;4.91;1;residential;Rue Gustave Eiffel
2032331495;6434299439;89.64;1;residential;Rue Gustave Eiffel
6434299439;9355475259;64.98;1;residential;Rue Gustave Eiffel
9355475259;4935674735;5.06;1;residential;Rue Gustave Eiffel
4935674735;9355475258;6.02;1;residential;Rue Gustave Eiffel
9355475258;1252379554;30.01;1;residential;Rue Gustave Eiffel
1252379554;5429016247;29.36;1;residential;Rue Gustave Eiffel
281968789;2702387012;104.22;0;residential;Rue Paul Dupont
2702387012;281968789;104.22;0;residential;Rue Paul Dupont
2702387012;4906338710;6.62;0;residential;Rue Paul Dupont
4906338710;2702387012;6.62;0;residential;Rue Paul Dupont
251825732;2464967808;78.31;1;residential;Rue de Bretagne
2464967808;293274463;4.87;1;residential;Rue de Bretagne
293274463;2464967817;4.46;1;residential;Rue de Bretagne
2464967817;2464304142;75.25;1;residential;Rue de Bretagne
2464304142;305185994;6.06;1;residential;Rue de Bretagne
293272856;2464967792;5.48;1;residential;Rue de l'Embranchement
2464967792;2464967800;47.63;1;residential;Rue de l'Embranchement
2464967800;305185995;6.75;1;residential;Rue de l'Embranchement
305185995;2464967804;5.78;1;residential;Rue de l'Embranchement
2464967804;2464967806;46.18;1;residential;Rue de l'Embranchement
2464967806;293274463;6.06;1;residential;Rue de l'Embranchement
293275423;7016563636;4.28;1;residential;Rue Pasteur
7016563636;293275513;27.42;1;residential;Rue Pasteur
293275513;293276206;88.11;1;residential;Rue Pasteur
293276206;5079635721;70.90;1;residential;Rue Pasteur
5079635721;5231443098;2.03;1;residential;Rue Pasteur
5231443098;5079635723;1.49;1;residential;Rue Pasteur
5079635723;497103753;4.78;1;residential;Rue Pasteur
27235519;9106322881;22.28;0;living_street;Rue Rennequin
9106322881;27235519;22.28;0;living_street;Rue Rennequin
9106322881;27235518;9.83;0;living_street;Rue Rennequin
27235518;9106322881;9.83;0;living_street;Rue Rennequin
27235565;10890139467;4.94;1;residential;Rue Rennequin
10890139467;1107024869;54.48;1;residential;Rue Rennequin
1107024869;8143434101;3.47;1;residential;Rue Rennequin
8143434101;27235518;5.12;1;residential;Rue Rennequin
5525617858;5525617857;9.15;0;secondary;Rue du Caporal Peugeot
5525617857;5525617858;9.15;0;secondary;Rue du Caporal Peugeot
3200234559;1015376025;15.39;1;residential;Boulevard Berthier
1015376025;11309769283;3.51;1;residential;Boulevard Berthier
11309769283;303073099;17.21;1;residential;Boulevard Berthier
303073099;11309769351;1.86;1;residential;Boulevard Berthier
11309769351;11309769350;1.59;1;residential;Boulevard Berthier
11309769350;11309769349;1.80;1;residential;Boulevard Berthier
11309769349;11309769348;1.66;1;residential;Boulevard Berthier
11309769348;11309769347;1.61;1;residential;Boulevard Berthier
11309769347;11309769352;2.21;1;residential;Boulevard Berthier
11309769352;1015375936;3.28;1;residential;Boulevard Berthier
1015375936;4622395515;113.55;1;residential;Boulevard Berthier
4622395515;27286555;7.88;1;residential;Boulevard Berthier
27233766;4622395524;18.61;0;primary;Boulevard Berthier
4622395524;27233766;18.61;0;primary;Boulevard Berthier
4622395524;663240085;10.06;0;primary;Boulevard Berthier
663240085;4622395524;10.06;0;primary;Boulevard Berthier
6046934308;4622395513;12.49;0;residential;Villa Berthier
4622395513;6046934308;12.49;0;residential;Villa Berthier
4622395513;303073294;39.01;0;residential;Villa Berthier
303073294;4622395513;39.01;0;residential;Villa Berthier
303073601;13065567002;46.80;0;residential;Impasse des 2 Cousins
13065567002;303073601;46.80;0;residential;Impasse des 2 Cousins
13065567002;303073603;2.57;0;residential;Impasse des 2 Cousins
303073603;13065567002;2.57;0;residential;Impasse des 2 Cousins
303074238;13065514777;12.71;0;residential;Boulevard Berthier
13065514777;303074238;12.71;0;residential;Boulevard Berthier
13065514777;27286555;9.60;0;residential;Boulevard Berthier
27286555;13065514777;9.60;0;residential;Boulevard Berthier
303074688;3202256760;12.03;1;residential;Place du 22 Novembre 1943
3202256760;3200234558;6.74;1;residential;Place du 22 Novembre 1943
3200234558;5560755451;4.35;1;residential;Place du 22 Novembre 1943
5560755451;13066512980;0.73;1;residential;Place du 22 Novembre 1943
13066512980;5560755452;7.76;1;residential;Place du 22 Novembre 1943
11301151643;11338984377;3.56;1;residential;Avenue Émile et Armand Massard
11338984377;12357830186;5.61;1;residential;Avenue Émile et Armand Massard
12357830186;11301163781;1.80;1;residential;Avenue Émile et Armand Massard
11301163781;11301163782;23.60;1;residential;Avenue Émile et Armand Massard
11301163782;11301163783;10.31;1;residential;Avenue Émile et Armand Massard
11301163783;13098946410;3.56;1;residential;Avenue Émile et Armand Massard
13098946410;2183516922;70.62;1;residential;Avenue Émile et Armand Massard
2183516922;27323238;19.76;1;residential;Avenue Émile et Armand Massard
27323238;2183516939;44.07;1;residential;Avenue Émile et Armand Massard
2183516939;27323239;10.08;1;residential;Avenue Émile et Armand Massard
27286738;2183517024;10.49;1;residential;Avenue Brunetière
2183517024;9017315280;3.94;1;residential;Avenue Brunetière
9017315280;27323248;53.91;1;residential;Avenue Brunetière
27323248;1366398223;78.86;1;residential;Avenue Brunetière
1366398223;27323249;13.96;1;residential;Avenue Brunetière
27323249;2722937613;39.68;1;residential;Avenue Brunetière
2722937613;442321;15.02;1;residential;Avenue Brunetière
2183516992;1366398011;145.62;1;residential;Boulevard de Reims
1366398011;9019780331;14.89;1;residential;Boulevard de Reims
9019780331;9019780330;6.61;1;residential;Boulevard de Reims
9019780330;9017958782;7.41;1;residential;Boulevard de Reims
9017958782;9017958781;13.14;1;residential;Boulevard de Reims
9017958781;9017958780;5.97;1;residential;Boulevard de Reims
9017958780;1932413870;6.14;1;residential;Boulevard de Reims
1932413870;9017315284;10.03;1;residential;Boulevard de Reims
9017315284;13056727140;14.07;1;residential;Boulevard de Reims
303078692;13065480211;32.11;0;residential;Villa Pereire
13065480211;303078692;32.11;0;residential;Villa Pereire
13065480211;13065480223;3.50;0;residential;Villa Pereire
13065480223;13065480211;3.50;0;residential;Villa Pereire
13065480223;27233745;1.13;0;residential;Villa Pereire
27233745;13065480223;1.13;0;residential;Villa Pereire
27233866;2190217451;14.51;1;residential;Rue Alfred Roll
2190217451;8104035710;79.57;1;residential;Rue Alfred Roll
8104035710;2722937439;10.94;1;residential;Rue Alfred Roll
2722937439;11298542984;4.33;1;residential;Rue Alfred Roll
11298542984;11300086318;1.70;1;residential;Rue Alfred Roll
11300086318;5222287731;4.11;1;residential;Rue Alfred Roll
268146817;9032550050;0.64;1;residential;Rue Parfait Jans
9032550050;9032550051;0.95;1;residential;Rue Parfait Jans
9032550051;9032550052;1.04;1;residential;Rue Parfait Jans
9032550052;9032550053;0.76;1;residential;Rue Parfait Jans
9032550053;9032550054;0.67;1;residential;Rue Parfait Jans
9032550054;9032550055;0.79;1;residential;Rue Parfait Jans
9032550055;9032550056;0.84;1;residential;Rue Parfait Jans
9032550056;9032324195;95.16;1;residential;Rue Parfait Jans
9032324195;11620064903;0.57;1;residential;Rue Parfait Jans
11620064903;268146806;5.39;1;residential;Rue Parfait Jans
27323249;1366398227;7.17;1;residential;Rue de Saint-Marceaux
1366398227;27323270;31.60;1;residential;Rue de Saint-Marceaux
27323270;34837075;42.29;1;residential;Rue de Saint-Marceaux
34837075;353160292;11.95;1;residential;Rue de Saint-Marceaux
353160292;34837156;42.35;1;residential;Rue de Saint-Marceaux
34837156;5568702810;21.60;1;residential;Rue de Saint-Marceaux
5568702810;2183516996;6.79;1;residential;Rue de Saint-Marceaux
2183516996;5302428288;10.72;1;residential;Rue de Saint-Marceaux
949905163;949905068;111.60;1;residential;Boulevard de Douaumont
27323394;1366398836;9.80;1;residential;Rue Stéphane Grappelli
1366398836;11251953897;62.06;1;residential;Rue Stéphane Grappelli
11251953897;303290749;11.39;1;residential;Rue Stéphane Grappelli
303290749;27323392;25.79;1;residential;Rue Stéphane Grappelli
27323392;303290628;15.63;0;residential;Rue Stéphane Grappelli
303290628;27323392;15.63;0;residential;Rue Stéphane Grappelli
9020073733;9014025558;8.70;1;primary;Porte d'Asnières
9014025558;9014025559;3.71;1;primary;Porte d'Asnières
9014025559;9814086386;7.90;1;primary;Porte d'Asnières
1369652299;5568702806;11.78;1;residential;Rue de Saussure
5568702806;303548818;195.66;1;residential;Rue de Saussure
303548818;27286746;38.14;1;residential;Rue de Saussure
27286746;11071283368;1.02;1;residential;Rue de Saussure
5383094362;268248979;12.38;1;residential;Rue de Tocqueville
268248979;8198894661;241.63;1;residential;Rue de Tocqueville
8198894661;303291710;5.79;1;residential;Rue de Tocqueville
303291710;6060952096;54.04;1;residential;Rue de Tocqueville
6060952096;11071283370;3.00;1;residential;Rue de Tocqueville
11071283370;27234301;10.23;1;residential;Rue de Tocqueville
305184414;21292475;7.29;0;secondary;
21292475;305184414;7.29;0;secondary;
268146233;1358671270;53.16;1;primary;Quai du Docteur Dervaux
1358671270;1358671251;44.65;1;primary;Quai du Docteur Dervaux
1358671251;84888215;107.52;1;primary;Quai du Docteur Dervaux
268146234;268146235;53.41;1;primary;
268142743;305189147;8.48;1;residential;Avenue Georges Pompidou
305189147;490721623;30.33;1;residential;Avenue Georges Pompidou
490721623;305189165;29.56;1;residential;Avenue Georges Pompidou
305189165;10580054067;5.06;1;residential;Avenue Georges Pompidou
10580054067;10580054072;3.95;1;residential;Avenue Georges Pompidou
305189153;10580054079;3.13;1;residential;Avenue Georges Pompidou
10580054079;10580054065;2.85;1;residential;Avenue Georges Pompidou
10580054065;10580054078;1.99;1;residential;Avenue Georges Pompidou
10580054078;10580054077;4.14;1;residential;Avenue Georges Pompidou
10580054077;305189157;27.85;1;residential;Avenue Georges Pompidou
305189157;305189150;26.66;1;residential;Avenue Georges Pompidou
305189150;268143188;10.35;1;residential;Avenue Georges Pompidou
3597702630;3597702631;1.99;1;residential;Rue Perronet
3597702631;221240211;7.80;1;residential;Rue Perronet
221240211;3597702632;7.16;1;residential;Rue Perronet
3597702632;487112205;137.34;1;residential;Rue Perronet
487112205;8124274959;43.35;1;residential;Rue Perronet
8124274959;8124274961;3.37;1;residential;Rue Perronet
8124274961;8124274963;19.33;1;residential;Rue Perronet
8124274963;8124274965;5.80;1;residential;Rue Perronet
8124274965;8124274968;10.50;1;residential;Rue Perronet
8124274968;487111332;46.52;1;residential;Rue Perronet
487111332;4409639246;14.06;1;residential;Rue Perronet
4409639246;3610166400;59.88;1;residential;Rue Perronet
3610166400;2392267925;2.45;1;residential;Rue Perronet
2392267925;221253486;7.23;1;residential;Rue Perronet
221253486;3610166403;6.70;1;residential;Rue Perronet
3610166403;473026251;140.40;1;residential;Rue Perronet
473026251;3219210000;4.30;1;residential;Rue Perronet
3219210000;3219210002;18.87;1;residential;Rue Perronet
3219210002;4414624190;12.14;1;residential;Rue Perronet
4414624190;268144697;4.55;1;residential;Rue Perronet
268144697;4414624194;14.89;1;residential;Rue Perronet
4414624194;4414624211;30.89;1;residential;Rue Perronet
4414624211;4414624220;18.13;1;residential;Rue Perronet
4414624220;947307475;80.28;1;residential;Rue Perronet
947307475;254986552;9.65;1;residential;Rue Perronet
319152794;1988505880;8.45;1;residential;Rue Cino Del Duca
1988505880;9134904164;1.45;1;residential;Rue Cino Del Duca
9134904164;8143411247;1.76;1;residential;Rue Cino Del Duca
8143411247;9134904163;1.59;1;residential;Rue Cino Del Duca
9134904163;9134904165;1.42;1;residential;Rue Cino Del Duca
9134904165;319152785;30.12;1;residential;Rue Cino Del Duca
319152785;11251953900;44.04;1;residential;Rue Cino Del Duca
11251953900;11251953901;82.68;1;residential;Rue Cino Del Duca
11251953901;11251953902;70.13;1;residential;Rue Cino Del Duca
11251953902;7006121081;44.12;1;residential;Rue Cino Del Duca
7006121081;353192552;8.41;1;residential;Rue Cino Del Duca
268260175;8143411245;6.34;0;tertiary;Boulevard Victor Hugo
8143411245;268260175;6.34;0;tertiary;Boulevard Victor Hugo
8143411245;2977216154;1.71;0;tertiary;Boulevard Victor Hugo
2977216154;8143411245;1.71;0;tertiary;Boulevard Victor Hugo
2977216154;2977253817;14.10;0;tertiary;Boulevard Victor Hugo
2977253817;2977216154;14.10;0;tertiary;Boulevard Victor Hugo
7560098720;12373039951;27.91;1;primary;Boulevard Bineau
12373039951;12386341413;3.68;1;primary;Boulevard Bineau
12386341413;3202256755;2.61;1;primary;Boulevard Bineau
3202256755;12386341425;3.73;1;primary;Boulevard Bineau
12386341425;487472238;8.89;1;primary;Boulevard Bineau
319160990;319152794;106.49;0;tertiary;Boulevard d'Aurelle de Paladines
319152794;319160990;106.49;0;tertiary;Boulevard d'Aurelle de Paladines
319152794;1988505879;4.47;0;tertiary;Boulevard d'Aurelle de Paladines
1988505879;319152794;4.47;0;tertiary;Boulevard d'Aurelle de Paladines
1988505879;268260175;1.72;0;tertiary;Boulevard d'Aurelle de Paladines
268260175;1988505879;1.72;0;tertiary;Boulevard d'Aurelle de Paladines
319710527;5588210276;35.81;1;residential;Rue Jacques Ibert
268146817;11527299311;1.35;0;residential;Rue Curnonsky
11527299311;268146817;1.35;0;residential;Rue Curnonsky
11527299311;1759306848;3.61;0;residential;Rue Curnonsky
1759306848;11527299311;3.61;0;residential;Rue Curnonsky
1759306848;268146818;5.58;0;residential;Rue Curnonsky
268146818;1759306848;5.58;0;residential;Rue Curnonsky
268146818;268146819;6.80;0;residential;Rue Curnonsky
268146819;268146818;6.80;0;residential;Rue Curnonsky
268146819;11527299321;11.95;0;residential;Rue Curnonsky
11527299321;268146819;11.95;0;residential;Rue Curnonsky
11527299321;7153960860;3.12;0;residential;Rue Curnonsky
7153960860;11527299321;3.12;0;residential;Rue Curnonsky
7153960860;2183517057;76.51;0;residential;Rue Curnonsky
2183517057;7153960860;76.51;0;residential;Rue Curnonsky
2183517057;268146884;13.43;0;residential;Rue Curnonsky
268146884;2183517057;13.43;0;residential;Rue Curnonsky
319713374;537210;99.38;1;secondary;Boulevard du Fort-de-Vaux
319713840;8145310535;7.51;0;residential;Rue Marcel Paul
8145310535;319713840;7.51;0;residential;Rue Marcel Paul
8145310535;7062789541;53.91;0;residential;Rue Marcel Paul
7062789541;8145310535;53.91;0;residential;Rue Marcel Paul
7062789541;7062789540;41.84;0;residential;Rue Marcel Paul
7062789540;7062789541;41.84;0;residential;Rue Marcel Paul
7062789540;319713975;2.68;0;residential;Rue Marcel Paul
319713975;7062789540;2.68;0;residential;Rue Marcel Paul
319713975;1363280214;19.46;0;residential;Rue Marcel Paul
1363280214;319713975;19.46;0;residential;Rue Marcel Paul
1363280214;249488989;5.23;0;residential;Rue Marcel Paul
249488989;1363280214;5.23;0;residential;Rue Marcel Paul
249488989;7062789539;3.31;1;residential;Rue des Cailloux
7062789539;2319673984;4.08;1;residential;Rue des Cailloux
2319673984;10860475636;12.40;1;residential;Rue des Cailloux
10860475636;3633043291;18.11;1;residential;Rue des Cailloux
3633043291;5836940011;17.21;1;residential;Rue des Cailloux
353192561;7062789538;55.70;1;secondary;Boulevard de Douaumont
7062789538;249749949;33.90;1;secondary;Boulevard de Douaumont
249749949;7062789537;66.18;1;secondary;Boulevard de Douaumont
7062789537;319713840;56.85;1;secondary;Boulevard de Douaumont
319713840;8060666001;50.89;1;secondary;Boulevard de Douaumont
8060666001;319713374;67.34;1;secondary;Boulevard de Douaumont
12886325644;3597702645;131.68;0;tertiary;Boulevard du Château
3597702645;12886325644;131.68;0;tertiary;Boulevard du Château
3597702645;253864495;7.39;0;tertiary;Boulevard du Château
253864495;3597702645;7.39;0;tertiary;Boulevard du Château
253864495;6049341543;7.46;0;tertiary;Boulevard du Château
6049341543;253864495;7.46;0;tertiary;Boulevard du Château
6049341543;8125171515;42.65;0;tertiary;Boulevard du Château
8125171515;6049341543;42.65;0;tertiary;Boulevard du Château
8125171515;8125171514;2.99;0;tertiary;Boulevard du Château
8125171514;8125171515;2.99;0;tertiary;Boulevard du Château
8125171514;8125171496;6.16;0;tertiary;Boulevard du Château
8125171496;8125171514;6.16;0;tertiary;Boulevard du Château
8125171496;8144354065;5.62;0;tertiary;Boulevard du Château
8144354065;8125171496;5.62;0;tertiary;Boulevard du Château
8144354065;8154188240;49.62;0;tertiary;Boulevard du Château
8154188240;8144354065;49.62;0;tertiary;Boulevard du Château
8154188240;6049349493;38.62;0;tertiary;Boulevard du Château
6049349493;8154188240;38.62;0;tertiary;Boulevard du Château
6049349493;3201973854;2.65;0;tertiary;Boulevard du Château
3201973854;6049349493;2.65;0;tertiary;Boulevard du Château
3201973854;221255375;9.04;0;tertiary;Boulevard du Château
221255375;3201973854;9.04;0;tertiary;Boulevard du Château
265625378;1516413249;12.79;0;secondary;Boulevard Saint-Denis
1516413249;265625378;12.79;0;secondary;Boulevard Saint-Denis
1516413249;4965648790;23.61;0;secondary;Boulevard Saint-Denis
