id;lat;lon
417173067;48.9061189;2.2864477
417180702;48.9039173;2.2849719
417180871;48.9034590;2.2843001
417181014;48.9030611;2.2834454
417181061;48.9029209;2.2833598
417181085;48.9028409;2.2834384
417181155;48.9026616;2.2825452
417182070;48.9023422;2.2815065
417182146;48.9019685;2.2801375
417182761;48.9014639;2.2787273
417182918;48.9014910;2.2779417
417182920;48.9023113;2.2772181
417184250;48.9008146;2.2760337
417184519;48.8998529;2.2724157
417184542;48.8999132;2.2724745
417184580;48.8995968;2.2722942
417184780;48.8992632;2.2713842
417184884;48.8985008;2.2692937
417185711;48.8980043;2.2680784
417186134;48.8978796;2.2675408
417186188;48.8977489;2.2674476
417186954;48.8974929;2.2663820
417198200;48.8953792;2.2661370
417205558;48.8998418;2.2725501
417205564;48.8998126;2.2726867
417206202;48.8997870;2.2723849
417206752;48.8998205;2.2726080
417207033;48.8998360;2.2729802
417207034;48.8999555;2.2730480
417207671;48.9007650;2.2751006
417208436;48.9010417;2.2749162
417208616;48.9010515;2.2748147
429289579;48.8979343;2.2634579
472798092;48.8991592;2.3042599
472798099;48.8992794;2.3045504
473017742;48.8856875;2.2693879
473017820;48.8851489;2.2687795
473018434;48.8855916;2.2692708
473026251;48.8879403;2.2686409
473028799;48.8894365;2.2675151
473029823;48.8909472;2.2673833
473128958;48.8933359;2.2677185
481509786;48.9045786;2.2963478
481509792;48.9045981;2.2964151
481509799;48.9046458;2.2970270
481509813;48.9046714;2.2971235
481509940;48.9037511;2.2942713
487109639;48.8842893;2.2696969
487109672;48.8851714;2.2703628
487110187;48.8839734;2.2710538
487110188;48.8831686;2.2706510
487110189;48.8830136;2.2712805
487111266;48.8844445;2.2743858
487111267;48.8845869;2.2737503
487111268;48.8845416;2.2739569
487111275;48.8858097;2.2746364
487111332;48.8866387;2.2710983
487111464;48.8871693;2.2717316
487111833;48.8866985;2.2711696
487112190;48.8863346;2.2729692
487112205;48.8859148;2.2724747
487113751;48.8876090;2.2727165
487114034;48.8879948;2.2731874
487114388;48.8872070;2.2734736
487114837;48.8867635;2.2729375
487152551;48.8818719;2.2801746
487175880;48.8830859;2.2809923
487176373;48.8832577;2.2801620
487176379;48.8839596;2.2802983
487182970;48.8841794;2.2790862
487183346;48.8832928;2.2787256
487183545;48.8841134;2.2790603
487184465;48.8834606;2.2777442
487184803;48.8834098;2.2779674
487184817;48.8835025;2.2782585
487184825;48.8842690;2.2785921
487185843;48.8834425;2.2778240
487185857;48.8842058;2.2785640
487187736;48.8836505;2.2778446
487188192;48.8838583;2.2766248
487188198;48.8845714;2.2769246
487188422;48.8836685;2.2777420
487188430;48.8845014;2.2768934
487188446;48.8844525;2.2775803
487188522;48.8837442;2.2772713
487188614;48.8843889;2.2775487
487190774;48.8843259;2.2751793
487190874;48.8842032;2.2757395
487190941;48.8843107;2.2752458
487190974;48.8831954;2.2752119
487221377;48.8893835;2.2709510
487223353;48.8903514;2.2712107
487228614;48.8923361;2.2689286
487233123;48.8899942;2.2716914
487346715;48.8894800;2.2747334
487346726;48.8900372;2.2737639
487347296;48.8899947;2.2738424
487409860;48.8965922;2.2728029
487409873;48.8963471;2.2730675
487409888;48.8963692;2.2732786
487409894;48.8964680;2.2733644
487409898;48.8966123;2.2733440
487409904;48.8967394;2.2730431
487412871;48.8964358;2.2725847
487413248;48.8963148;2.2726058
487416596;48.8965600;2.2730086
487429536;48.8960531;2.2728202
487433373;48.8963432;2.2731760
487449847;48.8940116;2.2745538
487450873;48.8930302;2.2737435
487451115;48.8935991;2.2752826
487451769;48.8931001;2.2739434
487451776;48.8939090;2.2756083
487453886;48.8939472;2.2756969
487472238;48.8866918;2.2835267
487472245;48.8867647;2.2831579
487483823;48.8865220;2.2832371
487569684;48.8968967;2.2700910
487569996;48.8963632;2.2706865
489509735;48.8854655;2.2775306
489509739;48.8852583;2.2786191
489527150;48.8861289;2.2769619
489527520;48.8872684;2.2787244
489591067;48.8908895;2.2887822
489591133;48.8905223;2.2878358
489591141;48.8899084;2.2883931
489591159;48.8902806;2.2893447
489591297;48.8902156;2.2881142
489591390;48.8898283;2.2871062
489591886;48.8882404;2.2842946
489591947;48.8887401;2.2853562
489591954;48.8885014;2.2848277
489591963;48.8893958;2.2837616
489592022;48.8874707;2.2852291
489592050;48.8876049;2.2852516
489592054;48.8876261;2.2850445
489592102;48.8874902;2.2850077
489592734;48.8872155;2.2844530
489592776;48.8888260;2.2825833
489657686;48.8941441;2.2845267
489667010;48.8944231;2.2842840
489674647;48.8942662;2.2844235
